signal_id,module_code,module_kr,sensor_type,unit,missing_rate,n_unique,is_constant,mean,std,min,max,note
SIG_554,RF,RF전원,반사전력,W,0.1659,1077,0,7.7039,2.1926,2.786,56.9303,교육용 가상 매핑(원본은 익명화 신호)
SIG_555,VACUUM,진공,게이트밸브개도,%,0.1659,1000,0,0.5037,0.5989,0.052,17.4781,교육용 가상 매핑(원본은 익명화 신호)
SIG_556,GAS_MFC,가스공급,라인압력,psi,0.1659,1085,0,57.7465,35.2076,4.8269,303.55,교육용 가상 매핑(원본은 익명화 신호)
SIG_557,ESC,정전척,척전압,V,0.1659,1070,0,4.2169,1.28,1.4967,35.3198,교육용 가상 매핑(원본은 익명화 신호)
SIG_558,THERMAL,온도제어,쿨런트온도,degC,0.1659,1062,0,1.6231,1.8704,0.1646,54.2917,교육용 가상 매핑(원본은 익명화 신호)
SIG_559,TRANSFER,이송,진공척흡착,kPa,0.0006,365,0,0.995,0.0839,0.8919,1.5121,교육용 가상 매핑(원본은 익명화 신호)
SIG_560,METRO,계측,표면조도,nm,0.0006,399,0,0.3257,0.2014,0.0699,1.0737,교육용 가상 매핑(원본은 익명화 신호)
SIG_561,CHAMBER,챔버,압력,Torr,0.0006,345,0,0.0724,0.0516,0.0177,0.4457,교육용 가상 매핑(원본은 익명화 신호)
SIG_562,RF,RF전원,반사전력,W,0.0006,414,0,32.285,19.0261,7.2369,101.1146,교육용 가상 매핑(원본은 익명화 신호)
SIG_563,VACUUM,진공,게이트밸브개도,%,0.1742,873,0,262.7297,7.6306,242.286,311.404,교육용 가상 매핑(원본은 익명화 신호)
SIG_564,GAS_MFC,가스공급,라인압력,psi,0.1742,785,0,0.6796,0.1218,0.3049,1.2988,교육용 가상 매핑(원본은 익명화 신호)
SIG_565,ESC,정전척,척전압,V,0.1742,581,0,6.445,2.6336,0.97,32.58,교육용 가상 매핑(원본은 익명화 신호)
SIG_566,THERMAL,온도제어,쿨런트온도,degC,0.1742,753,0,0.1456,0.0811,0.0224,0.6892,교육용 가상 매핑(원본은 익명화 신호)
SIG_567,TRANSFER,이송,진공척흡착,kPa,0.1742,887,0,2.6109,1.0328,0.4122,14.0141,교육용 가상 매핑(원본은 익명화 신호)
SIG_568,METRO,계측,표면조도,nm,0.1742,619,0,0.0601,0.0328,0.0091,0.2932,교육용 가상 매핑(원본은 익명화 신호)
SIG_569,CHAMBER,챔버,압력,Torr,0.1742,887,0,2.4524,0.9966,0.3706,12.7462,교육용 가상 매핑(원본은 익명화 신호)
SIG_570,RF,RF전원,반사전력,W,0.1742,897,0,21.1177,10.2133,3.2504,84.8024,교육용 가상 매핑(원본은 익명화 신호)
SIG_571,VACUUM,진공,게이트밸브개도,%,0.0,814,0,530.5236,17.4997,317.1964,589.5082,교육용 가상 매핑(원본은 익명화 신호)
SIG_572,GAS_MFC,가스공급,라인압력,psi,0.0,811,0,2.1018,0.2751,0.9802,2.7395,교육용 가상 매핑(원본은 익명화 신호)
SIG_573,ESC,정전척,척전압,V,0.0,518,0,28.4502,86.3047,3.54,454.56,교육용 가상 매핑(원본은 익명화 신호)
SIG_574,THERMAL,온도제어,쿨런트온도,degC,0.0,754,0,0.3456,0.2485,0.0667,2.1967,교육용 가상 매핑(원본은 익명화 신호)
SIG_575,TRANSFER,이송,진공척흡착,kPa,0.0,830,0,9.1623,26.9202,1.0395,170.0204,교육용 가상 매핑(원본은 익명화 신호)
SIG_576,METRO,계측,표면조도,nm,0.0,599,0,0.1047,0.0678,0.023,0.5502,교육용 가상 매핑(원본은 익명화 신호)
SIG_577,CHAMBER,챔버,압력,Torr,0.0,820,0,5.5637,16.9214,0.6636,90.4235,교육용 가상 매핑(원본은 익명화 신호)
SIG_578,RF,RF전원,반사전력,W,0.0,851,0,16.6424,12.4853,4.582,96.9601,교육용 가상 매핑(원본은 익명화 신호)
SIG_579,VACUUM,진공,게이트밸브개도,%,0.6056,322,0,0.0216,0.0117,-0.0169,0.1028,교육용 가상 매핑(원본은 익명화 신호)
SIG_580,GAS_MFC,가스공급,라인압력,psi,0.6056,260,0,0.0168,0.0096,0.0032,0.0799,교육용 가상 매핑(원본은 익명화 신호)
SIG_581,ESC,정전척,척전압,V,0.6056,120,0,0.0054,0.0031,0.001,0.0286,교육용 가상 매핑(원본은 익명화 신호)
SIG_582,THERMAL,온도제어,쿨런트온도,degC,0.6056,611,0,97.9344,87.521,0.0,737.3048,교육용 가상 매핑(원본은 익명화 신호)
SIG_583,TRANSFER,이송,진공척흡착,kPa,0.0006,171,0,0.5001,0.0034,0.4778,0.5098,교육용 가상 매핑(원본은 익명화 신호)
SIG_584,METRO,계측,표면조도,nm,0.0006,227,0,0.0153,0.0172,0.006,0.4766,교육용 가상 매핑(원본은 익명화 신호)
SIG_585,CHAMBER,챔버,압력,Torr,0.0006,68,0,0.0038,0.0037,0.0017,0.1045,교육용 가상 매핑(원본은 익명화 신호)
SIG_586,RF,RF전원,반사전력,W,0.0006,1502,0,3.0678,3.578,1.1975,99.3032,교육용 가상 매핑(원본은 익명화 신호)
SIG_587,VACUUM,진공,게이트밸브개도,%,0.0006,322,0,0.0215,0.0124,-0.0169,0.1028,교육용 가상 매핑(원본은 익명화 신호)
SIG_588,GAS_MFC,가스공급,라인압력,psi,0.0006,260,0,0.0165,0.0088,0.0032,0.0799,교육용 가상 매핑(원본은 익명화 신호)
SIG_589,ESC,정전척,척전압,V,0.0006,120,0,0.0053,0.0029,0.001,0.0286,교육용 가상 매핑(원본은 익명화 신호)
SIG_590,THERMAL,온도제어,쿨런트온도,degC,0.0006,611,0,99.6701,93.8919,0.0,737.3048,교육용 가상 매핑(원본은 익명화 신호)
