wafer_id,step,t_sec,rf_forward_W,rf_reflected_W,chamber_pressure_mTorr,ar_flow_sccm,cf4_flow_sccm,esc_temp_C,he_backside_Torr,endpoint_intensity
WF0320,MainEtch,42,838.09,16.73,18.624,84.95,39.18,65.94,7.98,52.11
WF0320,MainEtch,43,844.03,17.21,19.373,79.59,40.73,67.04,7.711,47.72
WF0320,MainEtch,44,836.55,19.06,19.159,83.95,40.34,66.51,7.927,44.22
WF0320,MainEtch,45,836.77,21.63,19.418,79.73,38.71,66.15,8.07,49.34
WF0320,MainEtch,46,838.56,21.33,20.084,81.95,39.38,65.54,8.071,41.46
WF0320,MainEtch,47,832.79,19.66,18.664,83.96,38.69,66.96,7.845,45.62
WF0320,MainEtch,48,848.93,19.97,18.733,81.02,42.0,66.55,8.047,43.46
WF0320,MainEtch,49,835.26,17.71,19.139,81.48,40.1,66.2,7.963,39.96
WF0320,Overetch,50,401.9,15.45,26.523,86.29,20.36,63.81,7.969,42.51
WF0320,Overetch,51,455.89,10.12,25.884,89.16,21.81,63.86,8.195,44.12
WF0320,Overetch,52,483.04,12.58,25.927,90.51,21.83,63.88,8.032,45.81
WF0320,Overetch,53,501.41,13.2,24.606,92.61,20.31,63.65,8.125,39.57
WF0320,Overetch,54,499.7,16.56,24.155,92.51,20.57,63.24,7.823,41.86
WF0320,Overetch,55,533.68,12.86,24.168,93.24,22.45,63.74,8.032,43.21
WF0320,Overetch,56,524.99,17.35,23.917,90.88,19.73,63.45,8.193,39.46
WF0320,Overetch,57,533.78,17.14,23.796,90.96,20.65,64.14,7.946,43.9
WF0320,Overetch,58,526.21,13.74,24.902,95.55,20.29,63.59,8.041,40.29
WF0320,Overetch,59,535.94,16.31,23.759,91.12,19.78,64.06,8.182,43.08
WF0321,Stabilize,0,11.24,3.29,34.833,90.44,1.4,62.21,7.852,92.83
WF0321,Stabilize,1,26.07,0.0,32.072,94.64,1.51,63.12,7.874,90.31
WF0321,Stabilize,2,1.21,0.0,32.177,93.73,2.97,63.55,7.93,92.15
WF0321,Stabilize,3,7.21,2.91,32.049,97.04,2.84,63.07,8.192,91.89
WF0321,Stabilize,4,16.39,0.0,31.697,98.54,1.22,62.7,8.186,91.31
WF0321,Stabilize,5,6.66,0.02,32.008,97.01,3.29,63.22,8.129,91.1
WF0321,Stabilize,6,14.79,0.0,31.268,99.42,1.44,63.01,7.785,89.18
WF0321,Stabilize,7,7.83,4.69,30.933,95.23,0.56,62.66,7.873,88.83
WF0321,Stabilize,8,11.75,2.94,31.132,96.6,1.27,62.39,8.003,90.04
WF0321,Stabilize,9,8.17,0.0,30.933,96.96,1.71,63.19,7.964,90.44
WF0321,MainEtch,10,602.24,15.54,23.286,72.27,40.59,64.94,7.924,91.95
WF0321,MainEtch,11,677.65,15.66,23.421,74.19,39.43,65.55,8.014,89.75
WF0321,MainEtch,12,726.74,15.92,21.983,75.83,38.6,65.3,8.214,92.4
WF0321,MainEtch,13,744.74,17.3,22.302,76.5,42.92,65.06,8.063,91.33
WF0321,MainEtch,14,771.96,19.35,21.491,76.38,42.23,65.97,7.913,92.21
WF0321,MainEtch,15,779.42,15.91,22.735,74.56,40.3,65.4,7.935,95.1
WF0321,MainEtch,16,783.58,18.12,22.349,77.63,41.26,66.17,7.877,91.41
WF0321,MainEtch,17,800.36,22.8,21.634,78.36,40.94,65.02,7.876,90.12
WF0321,MainEtch,18,794.07,17.23,21.69,76.67,43.2,65.51,7.924,93.4
WF0321,MainEtch,19,799.14,15.75,21.677,77.41,41.47,64.8,7.975,91.1
WF0321,MainEtch,20,811.39,16.86,21.66,74.48,40.41,65.65,7.986,91.35
WF0321,MainEtch,21,808.78,20.94,22.16,80.73,41.95,65.65,7.85,91.09
WF0321,MainEtch,22,807.35,15.62,21.596,75.93,43.04,65.19,7.945,92.79
WF0321,MainEtch,23,814.0,12.79,21.477,81.23,42.37,64.78,7.864,92.45
WF0321,MainEtch,24,800.18,17.67,22.888,78.12,41.7,65.37,7.914,92.87
WF0321,MainEtch,25,807.29,19.69,21.795,77.15,41.96,65.28,8.176,94.47
WF0321,MainEtch,26,812.64,15.13,21.796,75.61,42.62,65.73,8.161,89.82
WF0321,MainEtch,27,801.3,17.66,21.691,79.0,42.92,65.75,8.225,91.61
WF0321,MainEtch,28,807.98,16.93,22.545,80.17,41.25,65.86,8.103,89.78
WF0321,MainEtch,29,812.19,15.72,22.888,79.26,41.85,65.34,7.915,90.43
WF0321,MainEtch,30,822.31,19.49,22.559,77.24,41.28,65.31,8.083,93.14
WF0321,MainEtch,31,821.34,17.28,22.691,80.51,44.84,65.54,8.093,89.38
WF0321,MainEtch,32,796.0,15.99,21.625,79.33,42.22,65.35,8.165,85.35
WF0321,MainEtch,33,816.76,17.62,22.565,79.02,41.57,65.29,8.012,83.31
WF0321,MainEtch,34,817.99,15.83,22.937,79.12,40.59,64.97,8.23,86.3
WF0321,MainEtch,35,818.32,22.18,23.309,74.82,42.33,65.47,8.14,79.65
WF0321,MainEtch,36,808.77,16.69,23.212,77.72,40.98,65.56,8.058,77.19
WF0321,MainEtch,37,795.94,15.94,22.907,78.06,41.62,65.38,8.004,71.4
WF0321,MainEtch,38,801.71,17.86,22.428,76.11,40.63,65.56,8.229,65.95
WF0321,MainEtch,39,807.11,15.59,22.469,77.16,43.48,65.29,7.885,54.83
WF0321,MainEtch,40,808.83,14.33,22.629,76.64,41.12,65.64,8.164,58.28
WF0321,MainEtch,41,804.8,17.04,23.024,76.37,40.28,65.3,7.991,44.91
WF0321,MainEtch,42,812.43,16.56,23.596,77.15,43.12,65.21,8.189,45.11
WF0321,MainEtch,43,803.55,12.67,23.067,78.4,43.09,65.1,7.923,40.02
WF0321,MainEtch,44,810.42,17.58,23.517,76.76,42.56,64.7,7.998,40.03
WF0321,MainEtch,45,806.13,17.0,22.772,77.44,41.12,64.95,7.825,41.24
WF0321,MainEtch,46,808.9,20.28,22.945,75.51,41.68,65.69,8.009,37.48
WF0321,MainEtch,47,799.73,17.29,23.329,77.6,43.25,65.12,7.925,42.58
WF0321,MainEtch,48,802.74,19.36,22.922,76.37,42.83,65.15,8.01,40.01
WF0321,MainEtch,49,803.07,19.1,23.371,77.64,41.65,65.59,8.019,38.04
WF0321,Overetch,50,382.29,8.73,29.249,78.65,19.77,63.19,7.969,35.05
WF0321,Overetch,51,422.06,10.03,27.425,83.28,20.72,62.83,8.166,32.03
WF0321,Overetch,52,461.8,11.95,27.255,83.0,22.12,62.72,7.91,37.09
WF0321,Overetch,53,478.39,11.8,27.272,83.46,23.37,63.18,7.964,34.61
WF0321,Overetch,54,482.49,9.13,25.861,85.26,23.25,63.03,7.993,40.43
WF0321,Overetch,55,492.17,11.98,26.675,87.41,20.95,63.1,8.137,36.93
WF0321,Overetch,56,496.0,12.08,25.962,86.74,20.64,62.89,8.092,33.24
WF0321,Overetch,57,502.21,11.45,25.89,84.22,20.8,62.83,7.962,34.06
WF0321,Overetch,58,508.07,13.03,25.671,90.18,20.2,63.48,8.083,33.22
WF0321,Overetch,59,498.93,12.62,26.707,86.48,22.39,62.64,8.167,34.98
WF0322,Stabilize,0,6.7,0.06,33.899,92.51,-2.67,64.18,7.982,103.76
WF0322,Stabilize,1,1.49,0.37,32.251,93.05,-2.68,62.86,8.156,104.37
WF0322,Stabilize,2,3.83,3.82,31.739,96.04,-1.64,63.01,7.929,101.65
WF0322,Stabilize,3,3.71,1.87,31.798,95.95,-1.3,63.05,8.022,105.03
WF0322,Stabilize,4,-5.67,0.41,30.981,95.24,-0.03,63.44,8.105,106.53
WF0322,Stabilize,5,-6.67,3.34,30.109,98.85,-3.01,63.18,7.958,103.79
WF0322,Stabilize,6,-1.22,4.64,30.743,101.58,-1.93,63.66,7.874,105.42
WF0322,Stabilize,7,6.28,7.1,30.678,99.26,-1.75,63.47,7.856,103.88
WF0322,Stabilize,8,-3.96,0.0,30.603,95.83,-2.8,62.85,7.845,102.09
WF0322,Stabilize,9,-3.12,0.7,30.023,98.08,-2.16,63.02,7.864,105.86
WF0322,MainEtch,10,601.2,15.58,22.756,73.92,36.05,65.46,7.861,101.1
WF0322,MainEtch,11,664.32,17.38,20.772,75.33,36.78,65.24,8.156,102.19
WF0322,MainEtch,12,712.18,18.74,20.79,75.01,37.32,65.83,7.805,97.38
WF0322,MainEtch,13,731.3,21.49,19.77,76.47,37.76,65.59,7.969,105.01
WF0322,MainEtch,14,762.19,16.21,20.478,75.24,38.41,65.8,7.955,99.24
WF0322,MainEtch,15,775.47,15.75,20.658,76.26,36.61,65.81,7.901,103.32
WF0322,MainEtch,16,780.14,18.73,20.624,72.8,37.06,66.01,8.05,102.38
WF0322,MainEtch,17,787.17,16.45,20.564,76.03,38.03,65.83,7.873,108.9
WF0322,MainEtch,18,792.32,17.67,20.437,78.09,38.27,65.43,7.706,102.16
WF0322,MainEtch,19,780.71,18.58,19.877,76.22,38.21,66.02,7.995,99.67
WF0322,MainEtch,20,796.87,20.64,20.096,77.53,37.7,65.85,8.084,104.67
WF0322,MainEtch,21,792.35,18.28,19.579,76.59,38.91,66.31,8.095,105.41
WF0322,MainEtch,22,798.26,18.79,19.759,76.35,36.53,65.82,7.865,104.01
WF0322,MainEtch,23,787.46,15.59,20.019,77.71,37.68,66.0,8.014,105.18
WF0322,MainEtch,24,803.24,19.99,20.442,75.95,37.7,65.34,7.909,99.3
WF0322,MainEtch,25,794.0,18.03,20.117,78.31,37.91,65.52,7.979,102.3
WF0322,MainEtch,26,801.12,16.34,19.317,76.77,36.64,65.65,7.875,98.55
WF0322,MainEtch,27,801.3,20.72,19.683,78.35,37.67,65.87,7.985,97.21
WF0322,MainEtch,28,795.06,19.51,20.591,79.13,38.04,66.38,7.96,98.67
WF0322,MainEtch,29,793.17,19.32,19.63,78.13,39.28,65.07,7.772,97.67
WF0322,MainEtch,30,794.7,15.63,19.335,76.25,38.21,65.41,7.844,103.66
WF0322,MainEtch,31,801.94,14.94,20.369,77.37,40.1,65.67,7.896,102.1
WF0322,MainEtch,32,796.29,20.59,20.283,78.24,36.35,66.38,8.123,96.65
WF0322,MainEtch,33,806.74,19.51,19.865,77.02,38.06,65.09,8.026,93.5
WF0322,MainEtch,34,799.62,17.0,19.93,79.94,39.38,65.83,8.131,96.53
WF0322,MainEtch,35,800.51,18.29,20.204,77.77,36.43,66.1,7.972,88.07
WF0322,MainEtch,36,792.23,15.73,19.962,79.34,36.96,66.05,8.135,90.95
WF0322,MainEtch,37,797.26,13.59,19.152,78.9,39.88,66.06,7.957,79.22
WF0322,MainEtch,38,795.53,19.46,19.726,79.73,36.49,66.01,8.005,73.54
WF0322,MainEtch,39,783.31,16.49,20.222,79.29,37.96,65.42,8.237,67.48
WF0322,MainEtch,40,794.36,21.63,20.763,78.44,38.28,65.53,7.951,65.87
WF0322,MainEtch,41,788.28,18.67,20.11,77.46,36.68,65.8,7.848,59.84
WF0322,MainEtch,42,790.79,15.82,19.473,77.95,38.87,66.35,7.97,56.59
WF0322,MainEtch,43,796.53,20.0,19.579,76.66,38.13,65.77,8.064,51.14
WF0322,MainEtch,44,807.35,19.6,19.326,78.58,37.9,65.66,7.721,53.54
WF0322,MainEtch,45,799.56,19.12,19.422,76.11,34.82,65.73,8.036,49.19
WF0322,MainEtch,46,797.24,18.14,19.989,76.86,39.03,66.26,8.014,45.94
WF0322,MainEtch,47,789.76,20.1,20.106,80.25,37.25,66.17,8.148,49.47
WF0322,MainEtch,48,806.15,21.08,20.006,76.78,39.02,65.82,7.839,50.67
WF0322,MainEtch,49,805.05,20.29,19.241,79.3,39.55,65.51,8.17,52.81
WF0322,Overetch,50,375.31,12.9,28.648,83.56,18.13,63.0,8.183,46.06
WF0322,Overetch,51,422.56,8.12,27.117,84.21,17.8,63.1,8.037,46.4
WF0322,Overetch,52,444.16,13.03,25.56,86.73,15.97,63.52,8.193,48.63
WF0322,Overetch,53,440.42,12.36,25.657,87.1,19.1,62.88,8.155,42.98
WF0322,Overetch,54,465.81,12.63,25.466,89.17,16.38,62.82,8.0,48.87
WF0322,Overetch,55,483.31,14.03,24.867,84.59,17.44,62.57,8.023,50.65
WF0322,Overetch,56,479.75,10.53,24.67,87.43,18.27,63.13,7.949,45.5
WF0322,Overetch,57,491.52,12.61,24.684,85.85,17.53,62.96,7.656,49.19
WF0322,Overetch,58,484.93,9.22,24.868,88.94,18.83,63.27,8.151,52.27
WF0322,Overetch,59,488.79,15.67,24.187,88.01,18.82,63.33,7.977,46.42
WF0323,Stabilize,0,-26.78,3.77,33.699,89.42,-0.12,64.18,7.896,101.52
WF0323,Stabilize,1,-20.36,0.0,31.769,91.18,0.28,64.14,7.923,99.48
WF0323,Stabilize,2,-4.85,1.17,31.533,90.22,-0.14,63.43,8.091,99.73
WF0323,Stabilize,3,-14.39,2.76,31.482,90.56,1.22,63.82,8.142,99.87
WF0323,Stabilize,4,-21.89,7.98,30.466,94.52,-3.08,63.57,8.041,102.79
WF0323,Stabilize,5,-13.2,2.84,30.255,95.03,0.38,63.9,8.104,105.76
WF0323,Stabilize,6,-22.02,4.51,30.813,94.43,-0.48,64.7,7.819,104.7
WF0323,Stabilize,7,-22.09,6.21,30.379,91.48,0.48,63.84,7.855,104.45
WF0323,Stabilize,8,-21.97,5.5,30.623,95.24,1.18,63.83,8.073,100.62
WF0323,Stabilize,9,-13.41,3.35,29.843,96.91,1.18,64.04,8.088,102.5
WF0323,MainEtch,10,580.19,22.27,22.854,68.25,35.32,66.77,8.12,100.52
WF0323,MainEtch,11,662.32,19.15,21.239,74.21,39.01,66.57,7.993,105.03
WF0323,MainEtch,12,701.41,17.33,21.526,69.43,40.1,66.26,7.878,105.97
WF0323,MainEtch,13,724.18,21.78,20.916,72.43,38.79,66.42,8.113,101.28
WF0323,MainEtch,14,742.92,20.8,20.54,70.85,41.11,66.43,8.007,102.78
WF0323,MainEtch,15,759.69,16.96,19.737,75.37,37.57,66.3,8.076,105.12
WF0323,MainEtch,16,780.2,19.9,19.824,72.41,40.64,66.36,8.12,99.28
WF0323,MainEtch,17,775.61,19.14,20.345,71.7,39.33,66.74,8.058,102.65
WF0323,MainEtch,18,773.85,17.33,20.371,76.06,39.43,65.85,7.989,103.13
WF0323,MainEtch,19,782.52,15.51,19.973,74.24,40.97,66.04,7.997,101.6
WF0323,MainEtch,20,786.7,19.77,18.909,72.34,40.89,65.81,8.038,96.55
WF0323,MainEtch,21,785.9,20.6,19.815,73.93,40.62,66.39,7.869,99.18
WF0323,MainEtch,22,797.91,17.52,20.152,75.77,38.16,65.84,7.927,103.5
WF0323,MainEtch,23,785.84,17.37,19.471,72.53,38.84,66.14,7.915,104.07
WF0323,MainEtch,24,791.62,22.51,20.596,74.22,38.89,66.37,7.989,101.46
WF0323,MainEtch,25,784.9,18.58,20.381,71.83,41.98,66.79,8.123,102.38
WF0323,MainEtch,26,788.88,19.86,19.385,72.12,39.84,67.02,7.786,102.4
WF0323,MainEtch,27,770.44,18.85,20.224,73.08,39.44,66.62,8.098,99.49
WF0323,MainEtch,28,790.24,19.28,19.736,73.52,39.45,66.64,8.0,101.74
WF0323,MainEtch,29,805.96,18.32,19.254,72.37,40.03,66.08,8.076,99.92
WF0323,MainEtch,30,785.36,19.63,20.66,73.08,38.33,66.19,7.893,101.18
WF0323,MainEtch,31,792.26,20.4,20.155,74.91,40.87,66.27,8.177,97.95
WF0323,MainEtch,32,798.47,18.1,19.464,74.64,41.86,66.44,8.075,96.36
WF0323,MainEtch,33,787.65,20.08,19.85,72.47,39.37,66.21,7.901,94.77
WF0323,MainEtch,34,787.04,19.02,19.478,73.3,44.14,66.27,8.119,103.27
WF0323,MainEtch,35,794.13,19.19,20.174,74.64,39.74,66.82,8.083,89.33
WF0323,MainEtch,36,794.7,17.53,20.515,74.58,41.16,66.02,8.069,86.96
WF0323,MainEtch,37,781.72,19.56,19.792,75.66,39.61,66.69,8.035,82.78
WF0323,MainEtch,38,785.12,17.67,20.173,71.5,37.65,66.25,8.091,78.98
WF0323,MainEtch,39,780.59,18.72,19.815,73.6,39.83,65.96,8.117,71.17
WF0323,MainEtch,40,787.64,20.08,19.846,78.43,40.43,66.26,7.881,63.67
WF0323,MainEtch,41,779.85,18.17,19.407,71.28,38.57,66.07,7.952,56.41
WF0323,MainEtch,42,788.64,20.54,20.454,73.74,39.84,66.61,8.36,52.39
WF0323,MainEtch,43,779.23,19.03,20.913,71.29,42.34,65.93,7.967,55.64
WF0323,MainEtch,44,782.65,20.71,20.157,74.01,39.79,66.15,8.169,45.89
WF0323,MainEtch,45,768.58,23.14,19.192,72.27,41.54,66.3,7.964,44.51
WF0323,MainEtch,46,782.8,17.85,20.049,74.0,38.96,66.25,7.783,49.18
WF0323,MainEtch,47,795.95,15.51,20.344,74.52,39.78,66.71,8.017,49.86
WF0323,MainEtch,48,790.72,18.15,19.39,78.22,39.03,66.18,8.128,46.3
WF0323,MainEtch,49,794.16,19.91,19.628,74.74,42.39,66.05,8.117,48.96
WF0323,Overetch,50,360.97,11.02,28.577,80.63,19.38,63.61,7.736,46.24
WF0323,Overetch,51,416.73,11.36,25.994,80.51,20.27,64.34,7.997,45.17
WF0323,Overetch,52,431.84,14.11,26.073,80.93,20.23,63.73,7.76,50.63
WF0323,Overetch,53,458.26,17.31,25.837,81.22,20.31,63.83,8.084,46.19
WF0323,Overetch,54,460.89,17.69,25.192,84.35,21.32,63.59,7.953,47.37
WF0323,Overetch,55,467.8,12.92,26.177,85.29,19.96,63.77,7.899,47.87
WF0323,Overetch,56,471.6,15.05,24.806,85.43,19.43,64.38,8.037,45.31
WF0323,Overetch,57,491.57,9.69,25.024,81.83,17.18,63.49,8.04,47.52
WF0323,Overetch,58,494.59,14.37,25.372,85.9,20.09,63.52,7.914,47.2
WF0323,Overetch,59,479.97,13.87,24.87,84.22,20.38,63.84,7.948,49.85
WF0324,Stabilize,0,-1.91,5.1,34.122,90.29,-1.15,63.04,8.032,101.5
WF0324,Stabilize,1,-2.15,12.12,30.676,86.29,-1.37,62.66,7.869,100.06
WF0324,Stabilize,2,-1.97,3.49,31.061,91.73,-1.03,63.45,8.0,103.78
WF0324,Stabilize,3,6.26,0.5,30.477,95.0,-1.9,62.39,8.192,104.27
WF0324,Stabilize,4,-2.42,7.75,29.274,94.21,-2.24,62.49,8.048,103.07
WF0324,Stabilize,5,21.48,6.33,30.207,95.33,-0.37,63.02,7.793,106.81
WF0324,Stabilize,6,-4.81,6.83,30.226,92.69,-1.21,62.91,7.768,102.93
WF0324,Stabilize,7,-8.7,3.4,29.762,96.64,-0.58,62.36,7.926,101.37
WF0324,Stabilize,8,5.13,4.0,29.51,94.59,-0.25,62.54,7.893,102.28
WF0324,Stabilize,9,7.01,9.09,29.313,95.43,-2.55,62.7,8.215,103.76
WF0324,MainEtch,10,606.59,17.19,22.027,69.19,35.46,65.16,7.962,105.02
WF0324,MainEtch,11,665.12,19.27,21.737,71.82,36.16,65.61,7.979,97.18
WF0324,MainEtch,12,712.81,23.68,20.36,70.14,37.17,65.01,8.091,105.14
WF0324,MainEtch,13,753.96,22.01,19.887,73.21,39.53,65.43,8.189,104.82
WF0324,MainEtch,14,757.61,18.09,19.333,72.3,37.93,64.71,7.958,100.65
WF0324,MainEtch,15,776.0,17.44,19.744,73.25,38.89,65.49,7.98,102.8
WF0324,MainEtch,16,779.99,23.46,18.837,74.33,39.32,64.56,8.08,101.67
WF0324,MainEtch,17,779.51,20.36,19.252,73.49,39.99,65.34,8.168,98.72
WF0324,MainEtch,18,791.86,22.5,19.808,72.23,39.3,65.19,7.929,101.97
WF0324,MainEtch,19,812.07,21.92,19.593,74.85,38.76,65.6,8.158,105.86
WF0324,MainEtch,20,784.27,21.76,19.428,74.44,40.78,65.15,7.846,106.56
WF0324,MainEtch,21,800.88,20.27,19.083,78.75,39.95,65.36,7.915,102.59
WF0324,MainEtch,22,793.97,23.1,19.06,71.9,38.8,65.91,7.819,106.57
WF0324,MainEtch,23,791.55,24.22,19.125,71.73,37.09,65.67,7.921,101.97
WF0324,MainEtch,24,811.87,24.06,18.585,74.26,37.02,65.4,7.844,102.35
WF0324,MainEtch,25,803.07,22.54,18.873,77.51,39.06,64.71,7.852,102.75
WF0324,MainEtch,26,800.15,19.16,19.531,73.24,39.88,65.43,8.022,105.25
WF0324,MainEtch,27,802.16,20.36,19.485,74.39,39.72,65.06,7.761,102.56
WF0324,MainEtch,28,795.38,19.62,19.429,73.79,39.18,65.38,8.042,100.48
WF0324,MainEtch,29,802.15,20.31,18.101,73.02,41.37,64.94,8.157,104.5
WF0324,MainEtch,30,796.03,21.04,19.116,77.26,41.27,65.09,8.185,101.14
WF0324,MainEtch,31,805.03,22.99,19.234,73.87,38.0,65.4,8.181,102.34
WF0324,MainEtch,32,803.82,18.91,19.82,73.6,38.52,65.62,8.051,99.09
WF0324,MainEtch,33,810.49,21.72,19.978,73.13,37.68,65.22,8.134,98.92
WF0324,MainEtch,34,802.11,21.61,18.714,75.87,37.97,65.05,8.118,100.12
WF0324,MainEtch,35,797.06,17.34,19.364,75.8,38.91,64.97,7.868,94.81
WF0324,MainEtch,36,810.92,24.51,19.333,72.11,38.94,65.33,8.1,86.75
WF0324,MainEtch,37,798.19,19.62,19.333,75.41,39.89,65.25,8.021,80.07
WF0324,MainEtch,38,793.63,18.99,18.978,73.19,38.29,64.96,7.932,77.21
WF0324,MainEtch,39,799.3,25.59,20.023,75.25,37.81,65.4,8.316,72.92
WF0324,MainEtch,40,804.39,22.64,19.621,72.67,36.57,65.01,8.033,66.29
WF0324,MainEtch,41,802.41,22.59,19.472,74.31,38.57,65.93,8.012,54.7
WF0324,MainEtch,42,798.83,22.84,19.153,75.04,39.9,65.37,8.04,51.68
WF0324,MainEtch,43,808.26,19.1,19.518,74.47,37.73,64.84,8.106,51.73
WF0324,MainEtch,44,805.44,23.26,19.095,74.28,37.35,65.06,8.114,55.47
WF0324,MainEtch,45,802.76,20.95,19.45,74.69,38.51,66.03,7.903,51.2
WF0324,MainEtch,46,800.64,20.64,19.674,73.16,37.76,64.99,8.016,47.41
WF0324,MainEtch,47,793.99,23.89,18.764,73.99,38.06,65.29,8.106,55.26
WF0324,MainEtch,48,796.52,21.26,19.617,74.9,37.44,64.86,8.096,47.37
WF0324,MainEtch,49,797.19,18.2,19.518,74.15,38.43,66.03,8.041,47.62
WF0324,Overetch,50,380.87,15.23,27.172,81.41,18.38,62.75,8.03,44.11
WF0324,Overetch,51,412.09,14.39,25.431,80.99,18.43,62.7,8.282,44.86
WF0324,Overetch,52,441.72,13.97,26.27,84.55,18.92,62.62,7.906,49.48
WF0324,Overetch,53,466.98,15.25,25.637,83.55,18.54,62.98,8.108,44.31
WF0324,Overetch,54,476.28,20.3,24.475,84.91,18.28,62.42,8.058,48.42
WF0324,Overetch,55,482.65,18.74,25.129,85.91,18.92,62.78,7.977,49.81
WF0324,Overetch,56,479.34,15.4,24.997,85.57,17.77,62.42,8.012,48.27
WF0324,Overetch,57,493.77,15.53,24.273,82.85,17.74,62.53,7.964,47.65
WF0324,Overetch,58,501.56,14.94,24.875,83.37,20.52,62.76,7.916,49.5
WF0324,Overetch,59,502.37,16.02,24.982,83.88,18.92,62.96,7.989,47.33
WF0325,Stabilize,0,-24.82,5.38,34.171,97.64,-4.99,63.54,8.156,104.19
WF0325,Stabilize,1,0.34,5.16,34.075,100.18,-1.99,63.05,7.8,103.34
WF0325,Stabilize,2,0.26,8.89,32.609,100.91,-1.84,63.34,8.162,99.64
WF0325,Stabilize,3,-1.57,1.71,31.696,101.97,-3.9,62.83,7.853,102.04
WF0325,Stabilize,4,-17.71,7.92,30.924,100.63,-1.98,63.67,7.81,103.43
WF0325,Stabilize,5,-3.09,6.22,31.47,103.01,-1.49,63.15,8.157,104.02
WF0325,Stabilize,6,-5.27,7.19,30.099,103.06,-4.77,63.18,7.958,98.2
WF0325,Stabilize,7,-19.33,2.06,30.508,104.82,-3.82,62.95,8.065,107.57
WF0325,Stabilize,8,-3.31,4.4,30.305,99.27,-2.98,63.22,8.187,102.31
WF0325,Stabilize,9,-23.61,5.72,31.25,101.08,-3.92,63.11,7.941,103.14
WF0325,MainEtch,10,593.63,20.91,23.243,76.81,36.29,65.68,8.021,99.58
WF0325,MainEtch,11,654.37,23.5,22.625,76.16,36.91,65.73,7.82,102.44
WF0325,MainEtch,12,710.09,22.23,20.958,79.07,36.02,65.95,8.081,103.4
WF0325,MainEtch,13,730.19,21.85,20.579,85.27,36.71,65.56,8.068,99.57
WF0325,MainEtch,14,741.78,18.74,21.814,78.36,36.55,66.22,7.913,100.83
WF0325,MainEtch,15,754.59,22.89,20.819,80.35,35.67,65.62,8.031,101.27
WF0325,MainEtch,16,772.54,21.57,20.824,82.54,37.04,65.85,8.043,99.97
WF0325,MainEtch,17,782.08,22.62,19.921,81.85,36.13,65.53,8.013,101.68
WF0325,MainEtch,18,783.52,22.35,20.855,81.69,37.89,66.17,7.957,100.5
WF0325,MainEtch,19,794.62,24.11,20.598,81.95,36.74,65.96,7.88,103.42
WF0325,MainEtch,20,798.18,21.88,20.673,82.47,38.89,65.94,8.115,104.48
WF0325,MainEtch,21,795.05,23.72,20.45,84.22,34.97,65.44,8.072,102.75
WF0325,MainEtch,22,785.85,22.65,19.932,80.25,36.16,66.13,7.955,101.82
WF0325,MainEtch,23,788.6,23.18,20.438,81.77,37.4,66.31,7.707,99.9
WF0325,MainEtch,24,792.21,23.61,21.043,83.47,36.28,65.43,7.936,98.89
WF0325,MainEtch,25,790.57,22.99,20.338,77.33,38.77,65.79,7.896,99.24
WF0325,MainEtch,26,798.75,20.61,20.164,81.73,38.15,65.55,7.927,103.4
WF0325,MainEtch,27,796.3,25.78,20.149,81.92,37.32,65.43,8.08,102.82
WF0325,MainEtch,28,785.47,22.47,20.776,83.05,34.84,65.66,7.945,102.18
WF0325,MainEtch,29,787.46,20.16,20.26,83.25,37.9,65.74,7.854,99.11
WF0325,MainEtch,30,795.86,19.1,19.998,83.53,36.18,66.06,7.819,99.28
WF0325,MainEtch,31,789.42,18.66,20.485,81.77,36.1,65.78,7.926,98.84
WF0325,MainEtch,32,791.93,20.63,20.462,82.14,37.92,65.5,7.828,99.88
WF0325,MainEtch,33,794.37,19.69,20.513,83.76,37.55,64.85,8.058,98.64
WF0325,MainEtch,34,796.37,22.1,21.239,78.6,37.39,66.07,8.123,94.62
WF0325,MainEtch,35,797.76,17.87,20.477,83.74,38.63,65.36,8.134,92.61
WF0325,MainEtch,36,793.69,21.08,20.386,77.57,38.13,65.48,7.915,88.92
WF0325,MainEtch,37,795.11,19.18,21.145,82.14,35.42,64.99,8.197,81.33
WF0325,MainEtch,38,790.52,22.33,19.96,80.13,38.55,65.84,7.928,75.49
WF0325,MainEtch,39,796.67,17.98,20.615,81.61,36.7,65.66,8.04,69.95
WF0325,MainEtch,40,784.12,21.15,20.063,85.93,38.74,65.99,8.179,59.86
WF0325,MainEtch,41,791.89,23.49,19.865,83.73,37.89,66.22,8.188,57.93
WF0325,MainEtch,42,800.76,24.22,20.191,78.73,38.78,66.18,7.907,53.62
WF0325,MainEtch,43,787.78,26.12,20.368,84.43,38.19,66.13,8.068,53.03
WF0325,MainEtch,44,784.19,21.81,20.912,82.43,35.56,65.78,8.015,48.74
WF0325,MainEtch,45,801.3,25.95,20.666,82.4,37.68,66.09,7.954,50.93
WF0325,MainEtch,46,807.57,22.73,20.388,84.36,38.68,65.46,8.158,47.05
WF0325,MainEtch,47,787.52,19.45,20.984,81.45,35.91,66.02,8.121,49.48
WF0325,MainEtch,48,795.05,23.79,20.832,83.79,39.15,65.77,7.722,47.06
WF0325,MainEtch,49,801.71,24.45,21.035,81.5,36.99,66.84,8.192,47.12
